userId,name,상의,아우터,하의,신발,액세서리,작성일,체중,키,스타일,비고,이미지
1,kimnerdcloset,"반팔 티, 셔츠/블라우스",재킷,반바지,구두/로퍼,,2024년 4월 24일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,반팔 티,재킷,반바지,운동화,기타 모자,2024년 4월 19일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,반팔 티,재킷,반바지,구두/로퍼,장목양말,2024년 4월 15일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,반팔 티,,나일론 팬츠,구두/로퍼,,2024년 4월 9일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,반팔 티,집업,면바지,구두/로퍼,,2024년 4월 5일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,긴팔 티,집업,데님팬츠,구두/로퍼,기타 모자,2024년 4월 2일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,긴팔 티,재킷,데님팬츠,구두/로퍼,기타 모자,2024년 3월 26일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,반팔 티,재킷,데님팬츠,운동화,,2024년 3월 22일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,긴팔 티,재킷,데님팬츠,레더부츠,기타 모자,2024년 3월 21일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,긴팔 티,"재킷, 집업",나일론 팬츠,운동화,기타 모자,2024년 3월 20일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,반팔 티,재킷,트레이닝/조거 팬츠,레더부츠,기타 모자,2024년 3월 17일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,긴팔 티,재킷,데님팬츠,운동화,기타 모자,2024년 3월 13일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,긴팔 티,바람막이,데님팬츠,운동화,기타 모자,2024년 3월 12일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,후드티,재킷,트레이닝/조거 팬츠,운동화,기타 모자,2024년 3월 11일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,반팔 티,재킷,면바지,구두/로퍼,,2024년 3월 7일,67,172,"캐주얼, 프렌치시크",,
1,kimnerdcloset,긴팔 티,점퍼,데님팬츠,스니커즈/캔버스,기타 모자,2024년 3월 4일,67,172,"캐주얼, 프렌치시크",,
