userId,name,상의,아우터,하의,신발,엑세서리,작성일,체중,키,스타일,비고,image
6,da_yoniya,"민소매 티, 반팔 티",,데님팬츠,구두/로퍼,,2023년 9월 7일,50,166,"러블리, 캐주얼",,
6,da_yoniya,셔츠/블라우스,,데님팬츠,스니커즈/캔버스,기타 모자,2023년 9월 14일,50,166,"러블리, 캐주얼",,
6,da_yoniya,반팔 셔츠/블라우스,,미니/미디스커트,스니커즈/캔버스,장목양말,2023년 9월 15일,50,166,"러블리, 캐주얼",,
6,da_yoniya,반팔 셔츠/블라우스,,데님팬츠,구두/로퍼,,2023년 9월 16일,50,166,"러블리, 캐주얼",,
6,da_yoniya,맨투맨,,반바지,스니커즈/캔버스,장목양말,2023년 9월 18일,50,166,"러블리, 캐주얼",,
6,da_yoniya,"민소매 티, 셔츠/블라우스",,반바지,구두/로퍼,장목양말,2023년 9월 23일,50,166,"러블리, 캐주얼",,
6,da_yoniya,맨투맨,,미니/미디스커트,레더부츠,"장목양말, 털 모자",2023년 9월 25일,50,166,"러블리, 캐주얼",,
6,da_yoniya,반팔 티,재킷,롱스커트,레더부츠,장목양말,2023년 9월 29일,50,166,"러블리, 캐주얼",,
6,da_yoniya,맨투맨,,트레이닝/조거 팬츠,샌들/슬리퍼,,2023년 9월 30일,50,166,"러블리, 캐주얼",샌들 → 크록스,
6,da_yoniya,반팔 티,재킷,데님팬츠,운동화,,2023년 10월 1일,50,166,"러블리, 캐주얼",,
6,da_yoniya,맨투맨,,미니/미디스커트,레더부츠,장목양말,2023년 10월 4일,50,166,"러블리, 캐주얼",,
6,da_yoniya,긴팔 티,재킷,데님팬츠,구두/로퍼,,2023년 10월 5일,50,166,"러블리, 캐주얼",,
6,da_yoniya,긴팔 티,,데님팬츠,운동화,장목양말,2023년 10월 6일,50,166,"러블리, 캐주얼",,
6,da_yoniya,반팔 티,코트,데님팬츠,운동화,,2023년 10월 8일,50,166,"러블리, 캐주얼",,
6,da_yoniya,"니트, 맨투맨",,미니/미디스커트,구두/로퍼,"기타 모자, 니삭스",2023년 10월 10일,50,166,"러블리, 캐주얼",,
6,da_yoniya,셔츠/블라우스,,데님팬츠,구두/로퍼,,2023년 10월 12일,50,166,"러블리, 캐주얼",,
6,da_yoniya,맨투맨,,미니/미디스커트,운동화,장목양말,2023년 10월 24일,50,166,"러블리, 캐주얼",,
6,da_yoniya,"맨투맨, 후드티",,미니/미디스커트,레더부츠,장목양말,2023년 10월 25일,50,166,"러블리, 캐주얼",,
6,da_yoniya,긴팔 티,재킷,미니/미디스커트,운동화,스타킹,2023년 11월 1일,50,166,"러블리, 캐주얼",,
6,da_yoniya,긴팔 티,재킷,데님팬츠,스니커즈/캔버스,,2023년 11월 8일,50,166,"러블리, 캐주얼",,
,,,,,,,,,,,,
