userId,name,상의,아우터,하의,신발,액세서리,작성일,체중,키,스타일,비고,이미지
2,geun_the_look,반팔 티,,트레이닝/조거 팬츠,운동화,,2023년 7월 23일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,반바지,스니커즈/캔버스,"기타 모자, 장목양말",2023년 7월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,나일론 팬츠,스니커즈/캔버스,"기타 모자, 장목양말",2023년 7월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,면바지,스니커즈/캔버스,,2023년 7월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,반바지,스니커즈/캔버스,"기타 모자, 장목양말",2023년 7월 21일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,반바지,스니커즈/캔버스,장목양말,2023년 7월 14일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,반바지,스니커즈/캔버스,"기타 모자, 장목양말",2023년 7월 9일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,트레이닝/조거 팬츠,스니커즈/캔버스,,2023년 7월 2일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,데님팬츠,스니커즈/캔버스,기타 모자,2023년 7월 2일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,민소매 티,,반바지,구두/로퍼,,2023년 7월 1일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,나일론 팬츠,샌들/슬리퍼,기타 모자,2023년 6월 29일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 니트,,면바지,구두/로퍼,,2023년 6월 27일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,데님팬츠,운동화,기타 모자,2023년 6월 24일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,데님팬츠,운동화,,2023년 6월 23일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 니트,,데님팬츠,샌들/슬리퍼,,2023년 6월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스",,반바지,샌들/슬리퍼,기타 모자,2023년 6월 20일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,데님팬츠,구두/로퍼,기타 모자,2023년 6월 17일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 셔츠/블라우스, 반팔 티",,반바지,샌들/슬리퍼,장목양말,2023년 6월 17일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 셔츠/블라우스,,면바지,구두/로퍼,,2023년 6월 6일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,니트,재킷,데님팬츠,구두/로퍼,,2023년 5월 2일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,재킷,데님팬츠,레더부츠,,2023년 5월 1일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,가디건,데님팬츠,레더부츠,비니,2023년 4월 30일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,가디건,데님팬츠,구두/로퍼,,2023년 4월 25일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,"가디건, 재킷",데님팬츠,구두/로퍼,,2023년 4월 24일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,가디건,카고바지,스니커즈/캔버스,비니,2023년 4월 23일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,가디건,나일론 팬츠,운동화,,2023년 4월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,집업,데님팬츠,스니커즈/캔버스,,2023년 4월 3일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,재킷,데님팬츠,레더부츠,,2023년 3월 26일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,바람막이,나일론 팬츠,운동화,,2023년 3월 25일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,재킷,데님팬츠,구두/로퍼,기타 모자,2023년 3월 20일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",바람막이,데님팬츠,레더부츠,,2023년 3월 19일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 후드티",,데님팬츠,스니커즈/캔버스,기타 모자,2023년 3월 13일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스",가디건,데님팬츠,스니커즈/캔버스,,2023년 3월 10일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스",,데님팬츠,구두/로퍼,,2023년 3월 1일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,가디건,데님팬츠,레더부츠,,2023년 2월 25일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 후드티",,데님팬츠,운동화,,2023년 2월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",코트,데님팬츠,구두/로퍼,,2023년 2월 21일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,바람막이,나일론 팬츠,운동화,비니,2023년 2월 20일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,가디건,면바지,구두/로퍼,,2023년 2월 15일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,후드티,코트,데님팬츠,운동화,머플러,2023년 2월 10일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,재킷,데님팬츠,운동화,,2023년 2월 9일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티, 셔츠/블라우스",,데님팬츠,스니커즈/캔버스,장목양말,2023년 1월 28일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스",가디건,면바지,스니커즈/캔버스,비니,2023년 1월 5일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"맨투맨, 반팔 티",,데님팬츠,운동화,,2022년 12월 25일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",패딩,데님팬츠,스니커즈/캔버스,비니,2022년 12월 24일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",코트,데님팬츠,구두/로퍼,머플러,2022년 12월 18일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티, 셔츠/블라우스",,데님팬츠,구두/로퍼,,2022년 12월 17일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",재킷,데님팬츠,구두/로퍼,,2022년 12월 13일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",코트,데님팬츠,레더부츠,,2022년 12월 12일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",패딩,트레이닝/조거 팬츠,레더부츠,기타 모자,2022년 12월 11일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",코트,데님팬츠,스니커즈/캔버스,머플러,2022년 12월 4일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,"재킷, 집업",데님팬츠,스니커즈/캔버스,,2022년 12월 3일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,"재킷, 집업, 코트",데님팬츠,스니커즈/캔버스,,2022년 12월 2일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,재킷,트레이닝/조거 팬츠,레더부츠,,2022년 11월 27일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 후드티",,면바지,스니커즈/캔버스,,2022년 11월 27일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"맨투맨, 반팔 티",점퍼,나일론 팬츠,스니커즈/캔버스,비니,2022년 11월 25일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"긴팔 티, 니트",재킷,데님팬츠,레더부츠,,2022년 11월 23일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,재킷,데님팬츠,구두/로퍼,,2022년 11월 20일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,집업,나일론 팬츠,스니커즈/캔버스,비니,2022년 11월 19일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,"재킷, 집업",데님팬츠,스니커즈/캔버스,,2022년 11월 13일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,긴팔 티,코트,면바지,구두/로퍼,,2022년 11월 13일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",재킷,면바지,운동화,기타 모자,2022년 11월 12일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,"재킷, 집업",데님팬츠,스니커즈/캔버스,기타 모자,2022년 11월 5일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",점퍼,데님팬츠,구두/로퍼,,2022년 11월 5일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,재킷,데님팬츠,레더부츠,,2022년 10월 30일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스",재킷,데님팬츠,구두/로퍼,,2022년 10월 30일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티, 셔츠/블라우스",,데님팬츠,구두/로퍼,,2022년 10월 30일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,재킷,데님팬츠,레더부츠,,2022년 10월 26일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,재킷,데님팬츠,운동화,기타 모자,2022년 10월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,바람막이,나일론 팬츠,운동화,비니,2022년 10월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 후드티",,데님팬츠,스니커즈/캔버스,,2022년 10월 22일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",,데님팬츠,스니커즈/캔버스,,2022년 10월 18일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 후드티",,나일론 팬츠,운동화,,2022년 10월 15일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스","재킷, 조끼",면바지,레더부츠,,2022년 10월 15일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"니트, 반팔 티",,데님팬츠,스니커즈/캔버스,,2022년 10월 14일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,재킷,면바지,레더부츠,,2022년 10월 13일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"긴팔 티, 맨투맨",,데님팬츠,스니커즈/캔버스,,2022년 10월 12일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스",,데님팬츠,레더부츠,,2022년 10월 9일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,"점퍼, 집업",데님팬츠,스니커즈/캔버스,기타 모자,2022년 10월 8일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,"반팔 티, 셔츠/블라우스",재킷,면바지,레더부츠,,2022년 10월 8일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,바람막이,데님팬츠,운동화,,2022년 10월 4일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,데님팬츠,구두/로퍼,"기타 모자, 마스크",2022년 8월 26일,63,173,"댄디, 미니멀, 캐주얼",,
2,geun_the_look,반팔 티,,반바지,운동화,기타 모자,2022년 8월 26일,63,173,"댄디, 미니멀, 캐주얼",,
